"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA00981","GB1423A","","UUNN_BASI_009","Urban Traffic","Eastern","2022-12-01","","51.580353","0.555764","189927.05","577178.98","24","UK Urban NO2 Network","",""
"UKA00664","GB1105A","","UUNN_BATH_001","Urban Traffic","South West","2019-12-16","","51.381416","-2.385325","164777.97","373280.00","21","UK Urban NO2 Network","","&nbsp;"
"UKA00665","GB1106A","","UUNN_BATH_002","Urban Traffic","South West","2019-12-16","","51.384263","-2.383826","165094.05","373386.00","22","UK Urban NO2 Network","","&nbsp;"
"UKA00667","GB1108A","","UUNN_BATH_004","Urban Traffic","South West","2019-12-16","","51.384616","-2.363323","165126.03","374813.00","47","UK Urban NO2 Network","","&nbsp;"
"UKA00669","GB1110A","","UUNN_BATH_006","Urban Traffic","South West","2019-12-16","","51.376291","-2.368415","164201.95","374454.00","45","UK Urban NO2 Network","","&nbsp;"
"UKA00670","GB1111A","","UUNN_BATH_007","Urban Traffic","South West","2019-12-16","","51.378871","-2.357114","164484.98","375242.00","26","UK Urban NO2 Network","","&nbsp;"
"UKA00672","GB1113A","","UUNN_BATH_009","Urban Traffic","South West","2019-12-16","","51.389948","-2.357487","165717.03","375222.00","37","UK Urban NO2 Network","","&nbsp;"
"UKA00826","GB1267A","","UUNN_BCPO_001","Urban Traffic","Bournemouth Urban Area","2021-01-01","","50.741494","-1.838041","93555.30","411524.29","28","UK Urban NO2 Network","","&nbsp;"
"UKA00673","GB1114A","","UUNN_BIRM_001","Urban Traffic","West Midlands Urban Area","2019-12-18","","52.476524","-1.902019","286515.03","406752.00","133","UK Urban NO2 Network","","&nbsp;"
"UKA00674","GB1115A","","UUNN_BIRM_002","Urban Traffic","West Midlands Urban Area","2019-12-18","","52.515589","-1.798368","290875.02","413780.00","84","UK Urban NO2 Network","","&nbsp;"
"UKA00675","GB1116A","","UUNN_BIRM_003","Urban Traffic","West Midlands Urban Area","2019-12-18","","52.483078","-1.902226","287244.05","406736.99","137","UK Urban NO2 Network","","&nbsp;"
"UKA00676","GB1117A","","UUNN_BIRM_004","Urban Traffic","West Midlands Urban Area","2019-12-18","","52.508779","-1.849510","290109.05","410311.00","101","UK Urban NO2 Network","","&nbsp;"
"UKA00677","GB1118A","","UUNN_BIRM_005","Urban Traffic","West Midlands Urban Area","2019-12-18","","52.510030","-1.796728","290256.97","413893.00","86","UK Urban NO2 Network","","&nbsp;"
"UKA00827","GB1268A","","UUNN_BIRM_007","Urban Traffic","West Midlands Urban Area","2020-12-18","","52.467082","-1.899420","285464.99","406930.00","110","UK Urban NO2 Network","","&nbsp;"
"UKA00982","GB1424A","","UUNN_BIRM_008","Urban Traffic","West Midlands Urban Area","2022-12-01","","52.486268","-1.895970","287599.48","407161.31","125","UK Urban NO2 Network","",""
"UKA00983","GB1425A","","UUNN_BIRM_009","Urban Traffic","West Midlands Urban Area","2022-12-01","","52.490680","-1.886809","288091.19","407782.63","113","UK Urban NO2 Network","",""
"UKA00984","GB1426A","","UUNN_BIRM_010","Urban Traffic","West Midlands Urban Area","2022-12-01","","52.470308","-1.910264","285822.87","406192.86","138","UK Urban NO2 Network","",""
"UKA00985","GB1427A","","UUNN_BIRM_012","Urban Traffic","West Midlands Urban Area","2022-12-01","","52.489177","-1.890454","287923.62","407535.39","123","UK Urban NO2 Network","",""
"UKA00986","GB1428A","","UUNN_BIRM_013","Urban Traffic","West Midlands Urban Area","2022-12-01","","52.502114","-1.876329","289364.22","408492.04","123","UK Urban NO2 Network","",""
"UKA00987","GB1429A","","UUNN_BIRM_014","Urban Traffic","West Midlands Urban Area","2022-12-01","","52.490611","-1.889473","288083.23","407601.76","116","UK Urban NO2 Network","",""
"UKA00988","GB1430A","","UUNN_BIRM_016","Urban Traffic","West Midlands Urban Area","2022-12-01","","52.492219","-1.891182","288261.92","407485.45","114","UK Urban NO2 Network","",""
"UKA01059","GB1501A","","UUNN_BIRM_017","Urban Traffic","West Midlands Urban Area","2024-06-01","","52.490692","-1.888925","288092.30","407638.95","101","UK Urban NO2 Network","",""
"UKA00828","GB1269A","","UUNN_BOLS_001","Urban Traffic","East Midlands","2020-12-08","","53.104008","-1.320727","356527.98","445574.97","145","UK Urban NO2 Network","","&nbsp;"
"UKA00678","GB1119A","","UUNN_BOLT_001","Urban Traffic","North West & Merseyside","2019-12-17","","53.543490","-2.375310","405271.03","375227.00","74","UK Urban NO2 Network","","&nbsp;"
"UKA00681","GB1122A","","UUNN_BOLT_004","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.573977","-2.429160","408683.01","371679.00","101","UK Urban NO2 Network","","&nbsp;"
"UKA00682","GB1123A","","UUNN_BOLT_005","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.576480","-2.425395","408959.98","371930.00","95","UK Urban NO2 Network","","&nbsp;"
"UKA00683","GB1124A","","UUNN_BOLT_006","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.576985","-2.417230","409012.96","372471.00","92","UK Urban NO2 Network","","&nbsp;"
"UKA00685","GB1126A","","UUNN_BOLT_008","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.584741","-2.425267","409879.01","371944.00","99","UK Urban NO2 Network","","&nbsp;"
"UKA00686","GB1127A","","UUNN_BOLT_009","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.572761","-2.444506","408553.96","370662.00","107","UK Urban NO2 Network","","&nbsp;"
"UKA00829","GB1270A","","UUNN_BRAD_001","Urban Traffic","West Yorkshire Urban Area","2020-12-16","","53.768447","-1.743389","430264.03","417011.98","202","UK Urban NO2 Network","","&nbsp;"
"UKA00830","GB1271A","","UUNN_BRAD_002","Urban Traffic","West Yorkshire Urban Area","2020-12-16","","53.791702","-1.744841","432851.02","416906.98","107","UK Urban NO2 Network","","&nbsp;"
"UKA00831","GB1272A","","UUNN_BRAD_003","Urban Traffic","West Yorkshire Urban Area","2020-12-16","","53.809009","-1.756262","434773.95","416147.99","87","UK Urban NO2 Network","","&nbsp;"
"UKA00833","GB1274A","","UUNN_BRAD_005","Urban Traffic","West Yorkshire Urban Area","2020-12-16","","53.795780","-1.743617","433305.03","416985.98","124","UK Urban NO2 Network","","&nbsp;"
"UKA00834","GB1275A","","UUNN_BRAD_006","Urban Traffic","West Yorkshire Urban Area","2020-12-16","","53.797500","-1.745094","433496.05","416888.00","126","UK Urban NO2 Network","","&nbsp;"
"UKA00989","GB1431A","","UUNN_BRAD_007","Urban Traffic","West Yorkshire Urban Area","2022-12-01","","53.807540","-1.762906","434609.03","415711.02","114","UK Urban NO2 Network","",""
"UKA00990","GB1432A","","UUNN_BRAD_008","Urban Traffic","West Yorkshire Urban Area","2022-12-01","","53.867934","-1.902535","441306.88","406506.77","100","UK Urban NO2 Network","",""
"UKA00991","GB1433A","","UUNN_BRAD_009","Urban Traffic","West Yorkshire Urban Area","2022-12-01","","53.796235","-1.759539","433351.99","415937.00","127","UK Urban NO2 Network","",""
"UKA00992","GB1434A","","UUNN_BRAD_010","Urban Traffic","West Yorkshire Urban Area","2022-12-01","","53.835516","-1.800570","437714.03","413221.98","106","UK Urban NO2 Network","",""
"UKA00993","GB1435A","","UUNN_BRAD_011","Urban Traffic","West Yorkshire Urban Area","2022-12-01","","53.775868","-1.759871","431085.89","415922.79","176","UK Urban NO2 Network","",""
"UKA00690","GB1131A","","UUNN_BRIS_004","Urban Traffic","Bristol Urban Area","2019-12-20","","51.458442","-2.591566","173439.98","358996.00","22","UK Urban NO2 Network","","&nbsp;"
"UKA00691","GB1132A","","UUNN_BRIS_005","Urban Traffic","Bristol Urban Area","2019-12-20","","51.451057","-2.584937","172614.96","359450.00","13","UK Urban NO2 Network","","&nbsp;"
"UKA00692","GB1133A","","UUNN_BRIS_006","Urban Traffic","Bristol Urban Area","2019-12-20","","51.494629","-2.686342","177521.95","352449.00","15","UK Urban NO2 Network","","&nbsp;"
"UKA00694","GB1135A","","UUNN_BRIS_008","Urban Traffic","Bristol Urban Area","2019-12-20","","51.457328","-2.577029","173308.02","360005.00","19","UK Urban NO2 Network","","&nbsp;"
"UKA00695","GB1136A","","UUNN_BRIS_009","Urban Traffic","Bristol Urban Area","2019-12-20","","51.459103","-2.585256","173509.96","359435.00","14","UK Urban NO2 Network","","&nbsp;"
"UKA00994","GB1436A","","UUNN_BRIS_010","Urban Traffic","Bristol Urban Area","2022-12-01","","51.460720","-2.582052","173688.02","359659.03","11","UK Urban NO2 Network","",""
"UKA00995","GB1437A","","UUNN_BRIS_011","Urban Traffic","Bristol Urban Area","2022-12-01","","51.431918","-2.608831","170499.96","357771.97","28","UK Urban NO2 Network","",""
"UKA00996","GB1438A","","UUNN_BRIS_013","Urban Traffic","Bristol Urban Area","2022-12-01","","51.467283","-2.612137","174434.97","357575.02","71","UK Urban NO2 Network","",""
"UKA00997","GB1439A","","UUNN_BRIS_014","Urban Traffic","Bristol Urban Area","2022-12-01","","51.455828","-2.582048","173143.96","359654.99","15","UK Urban NO2 Network","",""
"UKA00998","GB1440A","","UUNN_BRIS_015","Urban Traffic","Bristol Urban Area","2022-12-01","","51.451046","-2.599731","172622.05","358422.00","12","UK Urban NO2 Network","",""
"UKA00999","GB1441A","","UUNN_BRIS_016","Urban Traffic","Bristol Urban Area","2022-12-01","","51.433061","-2.546630","170592.97","362096.97","38","UK Urban NO2 Network","",""
"UKA01000","GB1442A","","UUNN_BRIS_017","Urban Traffic","Bristol Urban Area","2022-12-01","","51.442814","-2.595292","171704.02","358723.02","9","UK Urban NO2 Network","",""
"UKA01039","GB1481A","","UUNN_BRIS_018","Urban Traffic","Bristol Urban Area","2023-12-19","","51.459150","-2.585950","173515.58","359386.83","3","UK Urban NO2 Network","",""
"UKA00835","GB1276A","","UUNN_BROX_001","Urban Traffic","Greater London Urban Area","2021-01-01","","51.683518","-0.030647","200141.97","536243.00","20","UK Urban NO2 Network","","&nbsp;"
"UKA00837","GB1278A","","UUNN_BROX_003","Urban Traffic","Greater London Urban Area","2021-01-01","","51.687977","-0.032725","200633.96","536086.00","20","UK Urban NO2 Network","","&nbsp;"
"UKA00838","GB1279A","","UUNN_BROX_004","Urban Traffic","Greater London Urban Area","2021-01-01","","51.681421","-0.033761","199902.97","536034.02","21","UK Urban NO2 Network","","&nbsp;"
"UKA00839","GB1280A","","UUNN_BROX_005","Urban Traffic","Greater London Urban Area","2021-01-01","","51.685931","-0.016914","200436.00","537185.02","20","UK Urban NO2 Network","","&nbsp;"
"UKA00964","GB1406A","","UUNN_BROX_006","Urban Traffic","Greater London Urban Area","2021-12-28","","51.706334","-0.042625","202657.00","535347.00","32","UK Urban NO2 Network","",""
"UKA00696","GB1137A","","UUNN_BURY_001","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.541041","-2.289669","404972.05","380901.00","104","UK Urban NO2 Network","","&nbsp;"
"UKA00697","GB1138A","","UUNN_BURY_002","Urban Traffic","Greater Manchester Urban Area","2019-12-17","","53.531723","-2.284370","403933.97","381248.00","94","UK Urban NO2 Network","","&nbsp;"
